Marka,Model,Depolama,RAM,Yaş,Fiyat
Apple,iPhone 11,256,8,1,31908.05
Huawei,P30,256,4,5,18269.44
Oppo,A15,128,8,4,11620.35
Xiaomi,Mi 11,256,12,1,26392.69
Huawei,P40,256,4,1,21108.91
Huawei,P30,256,8,3,24760.29
Apple,iPhone 11,256,4,0,31844.7
Oppo,Reno 5,256,6,4,18756.37
Xiaomi,Mi 11,64,6,3,10314.03
OnePlus,8T,256,12,1,24843.2
Samsung,Galaxy S21,64,6,2,16151.95
OnePlus,Nord,256,8,1,29800.77
Oppo,Reno 5,256,6,2,19138.55
Oppo,A15,256,4,0,23816.32
Huawei,Mate 40,256,4,0,27483.0
Samsung,Galaxy S10,256,12,3,26319.85
Apple,iPhone 10,128,8,1,23967.17
Oppo,Reno 5,256,6,4,17048.44
Apple,iPhone 11,256,8,1,31134.43
Oppo,Find X3,64,12,5,6810.17
OnePlus,8T,64,4,5,9332.2
Xiaomi,Redmi Note 9,128,8,1,15503.52
OnePlus,Nord,64,12,5,10513.05
Oppo,A15,256,4,1,24753.24
Huawei,Mate 40,128,4,4,12377.18
Xiaomi,Redmi Note 9,64,4,5,7634.62
OnePlus,8T,256,4,4,21744.05
OnePlus,9 Pro,128,4,3,14826.64
Huawei,P40,128,4,2,16587.19
Huawei,P30,128,4,1,14900.66
Apple,iPhone 11,64,4,3,16574.93
OnePlus,8T,256,4,4,21779.57
Samsung,Galaxy S10,64,4,0,16617.84
Xiaomi,Redmi Note 9,256,8,3,21936.15
Apple,iPhone 11,64,8,5,13295.76
Apple,iPhone 12,64,6,3,16556.07
Huawei,Mate 40,128,12,5,12279.8
Apple,iPhone 10,128,8,3,18177.48
Xiaomi,Redmi Note 8,256,12,1,20754.77
Samsung,Galaxy S10,256,4,0,26125.05
Oppo,Find X3,256,4,1,25123.43
Huawei,P30,64,6,3,9316.62
Xiaomi,Redmi Note 8,256,12,2,25594.99
Xiaomi,Mi 11,64,8,4,9862.28
Xiaomi,Redmi Note 8,64,12,3,10632.14
Samsung,Galaxy S21,64,8,2,14030.43
OnePlus,Nord,256,8,1,23917.16
Apple,iPhone 11,256,8,5,28247.89
Apple,iPhone 11,64,6,3,14643.18
Oppo,Reno 5,128,12,2,14734.74
Xiaomi,Redmi Note 8,64,6,1,10198.77
Huawei,P30,64,4,2,12216.96
Oppo,A15,256,12,0,22390.6
OnePlus,9 Pro,128,12,0,23343.35
Oppo,Find X3,256,6,5,20612.07
Oppo,A15,256,4,3,21431.17
Apple,iPhone 10,128,8,4,20221.86
Oppo,A15,128,8,2,14515.09
Huawei,Mate 40,64,4,4,10578.49
Oppo,A15,256,8,3,20562.68
Samsung,Galaxy S10,64,8,3,14191.65
Huawei,P40,256,4,4,20500.24
Apple,iPhone 12,128,4,0,25347.99
OnePlus,9 Pro,64,4,5,10824.75
Apple,iPhone 12,256,4,5,22296.12
Oppo,Reno 5,64,8,2,9152.2
Xiaomi,Redmi Note 9,64,12,1,12866.05
Xiaomi,Redmi Note 9,64,4,2,10623.8
Oppo,Find X3,128,6,5,11427.18
OnePlus,9 Pro,128,12,3,16228.12
Apple,iPhone 11,128,8,3,20211.54
OnePlus,Nord,256,12,0,31587.74
Samsung,Galaxy S10,128,6,1,19456.78
OnePlus,Nord,64,6,4,10437.57
Oppo,Reno 5,128,6,5,9693.73
Huawei,Mate 40,64,12,4,11445.75
Oppo,Find X3,64,4,5,6882.17
OnePlus,Nord,64,6,4,9579.62
Xiaomi,Redmi Note 9,128,8,2,14494.39
Xiaomi,Mi 11,64,4,5,8453.87
Apple,iPhone 12,256,12,0,32695.43
Oppo,Reno 5,64,4,4,6586.24
Oppo,Find X3,256,4,0,22792.52
Oppo,A15,128,8,5,9788.85
Huawei,P30,128,12,0,17339.23
Huawei,P30,256,8,5,23086.75
Huawei,P40,128,8,5,13560.0
Huawei,P40,128,12,2,18516.0
Oppo,Find X3,256,6,0,26361.62
Apple,iPhone 12,64,6,2,16414.98
OnePlus,9 Pro,128,12,0,20896.75
Apple,iPhone 10,64,12,2,18016.42
Samsung,Galaxy S21,128,8,4,15847.17
OnePlus,9 Pro,64,6,2,12811.32
OnePlus,9 Pro,128,4,0,22262.94
Samsung,Galaxy S10,64,6,1,13364.65
Xiaomi,Mi 11,64,4,4,8106.12
Samsung,Galaxy S20,64,4,3,13526.7
OnePlus,9 Pro,256,6,5,25674.71
Huawei,P40,256,6,3,24667.8
OnePlus,Nord,64,4,3,11101.66
Samsung,Galaxy S21,128,6,2,19032.83
Samsung,Galaxy S10,64,12,1,13423.4
OnePlus,9 Pro,64,6,4,12251.25
Xiaomi,Redmi Note 8,64,4,5,7167.94
Apple,iPhone 12,64,12,1,19241.11
Apple,iPhone 12,256,12,2,25772.51
Huawei,P40,256,12,5,19392.9
Huawei,P30,64,6,0,13349.9
Huawei,P40,256,12,3,23192.51
Xiaomi,Redmi Note 8,128,4,5,11648.55
Apple,iPhone 10,64,8,2,16371.93
OnePlus,9 Pro,256,4,0,24309.74
Huawei,Mate 40,128,8,0,20910.58
OnePlus,Nord,256,8,0,23970.89
Xiaomi,Redmi Note 9,64,6,5,7801.79
Xiaomi,Redmi Note 9,64,6,4,7407.69
OnePlus,8T,256,6,0,25129.39
OnePlus,8T,256,12,2,26489.92
Xiaomi,Mi 11,256,8,1,24895.6
Huawei,P40,256,12,1,23815.87
Xiaomi,Redmi Note 9,128,12,5,12285.26
Huawei,Mate 40,64,12,1,15317.06
OnePlus,9 Pro,128,4,2,18638.76
Oppo,A15,64,8,2,9322.0
Apple,iPhone 11,256,6,5,28434.7
OnePlus,Nord,128,8,1,18409.93
Oppo,Find X3,256,4,4,20570.05
Samsung,Galaxy S10,256,6,0,28145.56
Samsung,Galaxy S10,128,6,1,20263.08
OnePlus,8T,128,8,5,15401.88
OnePlus,9 Pro,256,8,1,27192.49
OnePlus,9 Pro,64,8,1,14417.44
Samsung,Galaxy S21,64,12,3,14597.08
Huawei,P40,128,12,3,13997.89
Xiaomi,Redmi Note 9,256,12,1,26840.68
OnePlus,Nord,128,4,4,13423.58
Oppo,Find X3,64,4,1,9989.29
Huawei,Mate 40,256,4,1,21305.95
Samsung,Galaxy S20,256,6,4,24966.11
Apple,iPhone 11,64,6,1,14813.01
Huawei,P30,128,12,1,17976.28
OnePlus,8T,128,12,5,15577.74
OnePlus,Nord,64,4,5,8206.8
OnePlus,8T,128,6,4,16530.38
OnePlus,Nord,64,6,2,12567.36
Apple,iPhone 10,128,6,2,19112.88
Samsung,Galaxy S20,128,4,1,19017.24
Samsung,Galaxy S10,256,12,3,26656.77
Samsung,Galaxy S20,64,8,3,13058.88
Xiaomi,Mi 11,64,4,1,10785.52
Oppo,A15,128,12,3,11352.82
Huawei,Mate 40,256,8,1,26259.74
OnePlus,8T,64,6,4,12302.23
Huawei,P40,128,12,2,18106.67
OnePlus,Nord,64,12,5,11657.11
Huawei,P30,128,12,1,17485.77
Apple,iPhone 10,64,6,1,16047.16
Huawei,Mate 40,64,6,0,15761.32
Xiaomi,Mi 11,64,6,5,7757.1
Apple,iPhone 11,128,6,4,18547.66
Oppo,A15,64,12,1,11211.42
Huawei,P40,256,12,4,23744.07
Oppo,Reno 5,128,6,5,10295.7
Xiaomi,Redmi Note 9,256,4,1,22444.18
Xiaomi,Mi 11,64,8,5,8018.07
Samsung,Galaxy S21,256,4,4,24039.7
Huawei,P30,64,8,3,9338.76
Oppo,Find X3,64,8,1,12373.08
Huawei,P40,64,6,5,7626.57
Apple,iPhone 12,64,4,5,12413.51
Huawei,P40,128,8,0,16343.86
Xiaomi,Mi 11,64,4,0,12158.15
Apple,iPhone 11,64,6,4,13823.1
Huawei,P40,64,12,1,11634.62
Oppo,Find X3,256,4,5,18643.9
Samsung,Galaxy S20,128,8,5,13797.35
Oppo,Find X3,128,12,0,16888.76
Apple,iPhone 11,128,6,0,19271.94
Apple,iPhone 10,256,8,5,22125.79
Samsung,Galaxy S21,64,8,4,12819.09
Huawei,Mate 40,128,6,5,11804.32
Oppo,Reno 5,128,6,5,11529.5
Oppo,Reno 5,64,6,4,8485.44
Xiaomi,Redmi Note 9,128,12,2,16822.38
Huawei,Mate 40,256,12,4,22719.33
OnePlus,8T,256,8,4,25471.35
Samsung,Galaxy S20,256,12,4,27521.68
Huawei,P40,256,4,4,19195.46
Xiaomi,Redmi Note 9,64,12,4,7844.58
Xiaomi,Redmi Note 8,128,12,0,17707.56
Huawei,Mate 40,128,12,0,18122.57
Oppo,Reno 5,256,4,5,16325.67
Xiaomi,Mi 11,128,8,1,15074.82
Xiaomi,Redmi Note 9,64,6,2,11733.38
Huawei,Mate 40,256,12,3,20648.1
Apple,iPhone 10,256,6,2,27584.22
OnePlus,8T,128,8,0,19112.9
Huawei,P40,64,4,5,9046.38
Oppo,Reno 5,128,8,5,11231.3
Samsung,Galaxy S21,256,12,3,23807.12
Xiaomi,Mi 11,128,6,4,13538.18
Oppo,Reno 5,128,4,3,13394.94
Oppo,Find X3,64,12,4,9042.98
Xiaomi,Redmi Note 8,128,4,1,15496.79
Apple,iPhone 10,64,12,5,13328.83
Samsung,Galaxy S21,128,8,0,21996.72
Apple,iPhone 12,256,4,1,31121.45
Oppo,Reno 5,64,8,1,10554.88
OnePlus,Nord,128,4,1,17392.81
OnePlus,8T,256,8,3,27850.63
Huawei,P30,128,4,0,15592.33
Samsung,Galaxy S21,64,4,2,13075.31
OnePlus,Nord,128,8,5,12873.76
Oppo,A15,256,8,5,16989.99
Apple,iPhone 10,64,12,3,13530.84
Oppo,A15,128,8,1,15507.34
Samsung,Galaxy S21,128,12,4,18302.58
Xiaomi,Redmi Note 9,64,8,1,11294.12
Apple,iPhone 11,128,6,0,20147.02
Huawei,P40,64,12,5,9414.28
Apple,iPhone 12,128,8,4,16895.97
OnePlus,8T,128,8,2,19166.03
Oppo,Find X3,64,8,1,12726.08
OnePlus,9 Pro,256,8,0,29524.19
Samsung,Galaxy S21,128,8,1,20793.79
Huawei,Mate 40,256,12,5,19924.05
OnePlus,9 Pro,128,8,4,16300.29
Samsung,Galaxy S20,64,12,4,12029.88
OnePlus,Nord,128,12,5,16477.51
OnePlus,8T,128,8,4,13760.85
Apple,iPhone 11,128,8,3,18873.62
Oppo,A15,64,8,5,6998.18
OnePlus,8T,64,4,2,14016.8
Xiaomi,Redmi Note 9,128,4,5,9700.83
Oppo,A15,64,8,2,8494.0
Oppo,Reno 5,256,4,0,20703.25
Oppo,Find X3,256,6,0,21555.2
Xiaomi,Redmi Note 8,256,6,1,23149.99
Xiaomi,Redmi Note 9,128,6,4,12458.34
Apple,iPhone 10,256,8,3,24814.44
Samsung,Galaxy S10,128,6,3,15108.63
Huawei,Mate 40,256,8,0,25648.82
Xiaomi,Mi 11,64,8,5,8612.77
Apple,iPhone 12,256,8,5,25154.17
Huawei,P40,256,6,2,23379.88
Huawei,Mate 40,128,8,0,20706.76
Samsung,Galaxy S20,64,4,2,13750.76
Oppo,Reno 5,256,12,1,26104.86
Apple,iPhone 12,128,12,0,25789.47
Huawei,P30,128,8,3,12646.93
Huawei,P30,128,6,2,15998.76
Samsung,Galaxy S21,128,6,5,15895.01
Samsung,Galaxy S21,256,8,1,24187.32
Xiaomi,Mi 11,64,8,4,8117.01
OnePlus,8T,128,4,2,18867.14
Apple,iPhone 12,64,6,3,17084.41
Oppo,Reno 5,128,6,1,16627.25
OnePlus,9 Pro,64,6,4,10591.99
OnePlus,Nord,256,4,1,22171.42
Apple,iPhone 10,256,6,2,24023.18
Huawei,Mate 40,64,8,4,9790.5
Samsung,Galaxy S21,256,6,5,24708.77
Xiaomi,Redmi Note 8,256,8,5,20861.35
Apple,iPhone 11,64,12,5,13067.13
Oppo,A15,128,12,2,14837.02
Huawei,P40,128,12,1,17497.11
Xiaomi,Redmi Note 8,128,12,1,15790.16
Oppo,A15,128,4,1,15074.35
OnePlus,8T,128,4,0,17869.34
Samsung,Galaxy S10,256,6,3,27868.39
Oppo,A15,128,4,4,10129.84
Huawei,P30,64,8,3,10736.78
Oppo,Find X3,128,6,1,14406.4
Samsung,Galaxy S20,256,4,0,24664.29
Xiaomi,Redmi Note 8,128,8,5,11428.75
Samsung,Galaxy S10,64,6,0,13812.63
Huawei,Mate 40,256,4,5,19797.44
Oppo,Reno 5,256,4,3,21405.26
Samsung,Galaxy S21,256,4,0,25013.34
Oppo,Reno 5,256,4,2,21914.13
Samsung,Galaxy S20,64,8,3,15042.97
Huawei,P40,64,4,0,12238.92
Xiaomi,Redmi Note 9,256,8,2,25825.29
Xiaomi,Redmi Note 8,256,4,1,20048.63
Xiaomi,Redmi Note 9,128,12,0,15128.08
Xiaomi,Mi 11,128,8,1,17732.33
Samsung,Galaxy S21,128,4,3,18262.32
Oppo,Find X3,128,12,2,16033.46
Xiaomi,Redmi Note 9,64,6,4,7254.93
Samsung,Galaxy S21,64,6,5,10110.37
OnePlus,Nord,64,4,2,13040.17
Xiaomi,Redmi Note 9,64,4,1,9577.87
OnePlus,8T,256,8,5,23862.2
Oppo,Find X3,128,6,2,13060.31
Xiaomi,Mi 11,64,6,3,9336.82
Apple,iPhone 11,64,4,0,19076.27
OnePlus,8T,128,12,4,15983.98
Samsung,Galaxy S10,128,6,2,15758.75
Apple,iPhone 11,256,12,2,32737.26
Oppo,A15,128,8,0,13645.69
Xiaomi,Redmi Note 9,128,12,1,17026.68
Apple,iPhone 10,128,12,1,20452.3
Apple,iPhone 11,128,4,0,22642.67
Apple,iPhone 10,64,6,5,12544.49
Samsung,Galaxy S21,128,8,4,17433.25
OnePlus,Nord,128,6,5,14337.79
Samsung,Galaxy S10,64,4,1,14344.33
OnePlus,Nord,128,6,0,20432.54
Oppo,Reno 5,128,4,1,16590.66
OnePlus,9 Pro,256,6,3,23484.14
OnePlus,Nord,128,6,3,17120.3
Xiaomi,Mi 11,128,6,1,16929.62
Huawei,P30,128,12,1,19156.64
Samsung,Galaxy S20,256,12,5,26534.72
OnePlus,Nord,64,12,0,16912.63
OnePlus,Nord,64,12,4,12992.03
Apple,iPhone 11,256,8,3,28979.67
Samsung,Galaxy S10,64,4,3,10688.48
OnePlus,9 Pro,128,4,2,17265.41
Oppo,A15,256,6,0,23685.17
OnePlus,9 Pro,128,6,4,15369.59
Xiaomi,Redmi Note 8,128,8,5,12377.06
OnePlus,Nord,64,6,2,13820.03
Huawei,Mate 40,256,8,5,20539.41
Xiaomi,Mi 11,128,12,5,11682.56
Oppo,Find X3,64,4,0,12938.24
Apple,iPhone 10,64,12,2,17530.77
Xiaomi,Redmi Note 9,64,4,5,7545.55
Samsung,Galaxy S20,256,12,3,27211.77
Samsung,Galaxy S21,64,12,5,10609.59
Xiaomi,Redmi Note 8,64,12,3,9012.36
Xiaomi,Mi 11,128,4,5,12776.03
Apple,iPhone 12,256,4,2,31028.54
OnePlus,Nord,64,12,2,13262.35
OnePlus,9 Pro,128,8,1,19831.8
Oppo,Find X3,256,12,3,19898.09
Apple,iPhone 12,256,12,2,31285.44
Xiaomi,Redmi Note 8,256,6,5,20881.49
Xiaomi,Redmi Note 8,64,12,1,10393.92
OnePlus,8T,64,8,3,14080.4
Samsung,Galaxy S10,64,8,4,10348.01
Apple,iPhone 11,128,8,2,20492.7
Huawei,P40,256,12,3,24983.75
OnePlus,8T,128,6,5,14671.61
OnePlus,9 Pro,256,4,2,24018.4
Samsung,Galaxy S21,128,6,4,18235.14
Xiaomi,Redmi Note 8,256,8,5,21054.97
Xiaomi,Mi 11,64,12,4,8453.09
Apple,iPhone 12,64,6,5,13000.81
Samsung,Galaxy S20,128,6,1,21645.76
Xiaomi,Redmi Note 8,256,12,2,24977.06
Oppo,Find X3,256,8,1,24401.07
Samsung,Galaxy S20,128,6,0,17480.2
OnePlus,8T,256,8,0,31304.17
Oppo,Find X3,64,12,3,8374.76
Xiaomi,Mi 11,128,6,2,16147.4
Oppo,A15,128,6,1,14814.43
Oppo,Find X3,128,8,1,15990.75
Oppo,Reno 5,128,12,0,14747.17
Xiaomi,Redmi Note 8,256,4,5,17641.94
Samsung,Galaxy S20,64,4,0,17421.31
OnePlus,9 Pro,256,8,4,24632.08
Apple,iPhone 12,64,8,0,18308.84
OnePlus,8T,64,8,5,9259.93
Xiaomi,Redmi Note 9,256,12,2,20811.82
Apple,iPhone 10,64,12,1,16871.69
OnePlus,9 Pro,256,4,5,19543.14
Huawei,P40,128,12,4,15904.13
Oppo,Reno 5,128,8,3,12406.12
Oppo,Find X3,256,6,5,18630.34
Apple,iPhone 11,128,8,0,25658.5
Apple,iPhone 10,128,6,2,19552.98
Samsung,Galaxy S20,128,4,5,13958.83
OnePlus,Nord,128,4,3,14114.45
OnePlus,Nord,64,6,2,14313.5
Huawei,P40,256,4,0,21972.13
Samsung,Galaxy S20,128,6,0,23004.15
Huawei,Mate 40,64,8,5,9047.16
Oppo,Reno 5,256,6,1,21324.5
Apple,iPhone 12,256,6,3,24508.78
Apple,iPhone 12,64,6,3,17557.61
Apple,iPhone 10,256,6,2,25384.28
Oppo,Reno 5,64,8,4,8367.06
Apple,iPhone 11,256,6,1,27582.32
Huawei,P30,256,8,0,22416.97
Apple,iPhone 10,64,6,1,15101.65
Apple,iPhone 12,64,12,0,22272.59
Samsung,Galaxy S10,256,6,2,29180.61
Huawei,Mate 40,64,4,0,15025.32
OnePlus,9 Pro,128,12,0,22238.28
Huawei,Mate 40,256,4,1,22984.51
Oppo,Find X3,64,12,0,12677.3
Oppo,Reno 5,64,8,4,8226.06
Huawei,P40,128,8,5,12523.44
OnePlus,9 Pro,64,8,5,10614.78
Xiaomi,Mi 11,256,12,0,22651.38
Apple,iPhone 12,256,8,4,24186.23
Oppo,Find X3,256,6,2,23941.61
Xiaomi,Redmi Note 9,256,6,1,25979.49
Oppo,A15,256,12,1,22115.0
OnePlus,Nord,64,8,2,11979.56
Xiaomi,Mi 11,64,8,0,14070.63
Xiaomi,Redmi Note 9,128,6,3,14656.73
Xiaomi,Mi 11,64,4,2,9702.22
Apple,iPhone 10,256,8,3,28358.68
Xiaomi,Redmi Note 8,128,8,3,14777.14
OnePlus,9 Pro,128,8,0,17853.28
Apple,iPhone 10,256,8,0,33977.51
Huawei,P30,128,6,1,14289.42
OnePlus,8T,128,6,3,17288.45
Samsung,Galaxy S20,128,6,4,15953.21
Samsung,Galaxy S21,256,8,0,30397.32
Huawei,P40,256,4,1,26111.27
Apple,iPhone 11,64,6,0,18668.61
Apple,iPhone 10,64,6,5,13161.76
Apple,iPhone 11,256,4,3,24206.14
Apple,iPhone 11,128,8,5,19064.87
Oppo,Reno 5,256,8,3,21939.94
Huawei,P40,64,12,0,13372.92
Xiaomi,Redmi Note 9,128,8,5,10553.93
Huawei,P40,128,12,3,15713.33
Xiaomi,Redmi Note 8,128,12,4,11981.25
Xiaomi,Redmi Note 9,256,12,4,22052.76
Xiaomi,Redmi Note 8,128,6,3,12605.57
OnePlus,9 Pro,256,6,5,23997.55
Xiaomi,Mi 11,64,8,1,13184.76
Samsung,Galaxy S20,64,6,2,14743.07
Apple,iPhone 10,128,12,3,20301.81
Apple,iPhone 12,256,8,2,27067.14
Oppo,A15,256,8,0,20613.89
Xiaomi,Redmi Note 9,64,8,2,11696.47
Oppo,Find X3,128,12,2,15019.67
Huawei,P40,256,6,0,22575.41
Samsung,Galaxy S20,256,8,4,26641.47
Samsung,Galaxy S20,64,6,4,10701.89
Samsung,Galaxy S10,64,12,4,11662.4
Huawei,P30,64,8,3,11145.26
Xiaomi,Redmi Note 9,128,12,2,16613.01
Huawei,P30,64,8,4,8166.2
Samsung,Galaxy S10,256,6,0,31409.05
Samsung,Galaxy S10,256,6,1,25210.18
Huawei,P30,64,8,0,13857.2
Xiaomi,Redmi Note 9,256,4,2,23168.24
Xiaomi,Redmi Note 8,64,6,5,6508.85
Huawei,P30,256,8,5,18609.09
Huawei,P40,256,4,2,24430.63
Xiaomi,Redmi Note 9,256,6,0,22301.82
Samsung,Galaxy S20,128,8,0,21101.56
Oppo,Reno 5,64,12,0,11239.66
Xiaomi,Redmi Note 9,128,6,3,14495.68
Samsung,Galaxy S10,256,6,5,25285.9
Oppo,Reno 5,256,12,3,19161.48
Samsung,Galaxy S20,64,4,5,9199.6
Apple,iPhone 11,128,8,1,23684.58
Huawei,P40,64,8,5,8623.34
Xiaomi,Redmi Note 9,128,12,0,18581.65
OnePlus,8T,128,12,3,17645.33
Huawei,Mate 40,256,8,0,29500.67
Apple,iPhone 11,128,12,1,24472.58
Apple,iPhone 12,64,12,2,16696.39
Oppo,Reno 5,64,12,4,8406.56
Xiaomi,Mi 11,64,4,2,9149.72
OnePlus,9 Pro,128,6,5,13674.85
Samsung,Galaxy S21,128,8,3,20317.64
Huawei,Mate 40,256,4,5,22359.31
Apple,iPhone 11,64,6,3,13563.41
Xiaomi,Redmi Note 9,64,12,5,8331.38
Huawei,Mate 40,256,6,2,20730.95
OnePlus,9 Pro,256,8,0,28613.33
Huawei,P30,128,12,1,16528.67
Apple,iPhone 10,256,4,4,23956.52
Xiaomi,Redmi Note 9,64,6,2,11501.35
Apple,iPhone 11,128,12,4,17851.66
OnePlus,9 Pro,128,12,2,20453.47
Xiaomi,Redmi Note 9,128,8,3,11800.04
Apple,iPhone 10,128,6,5,18286.04
Apple,iPhone 11,256,6,0,27070.38
OnePlus,8T,256,8,2,27540.45
Oppo,Reno 5,64,12,0,11552.21
OnePlus,8T,128,8,3,17072.88
OnePlus,Nord,64,8,3,12419.25
Samsung,Galaxy S20,128,4,3,14653.33
OnePlus,8T,128,12,3,19460.73
Huawei,P30,128,12,1,16127.36
Xiaomi,Redmi Note 9,128,6,2,16456.97
Xiaomi,Redmi Note 9,64,6,0,11265.55
Samsung,Galaxy S20,256,6,3,27425.25
Apple,iPhone 11,256,6,1,30816.19
Oppo,Find X3,256,6,3,20645.55
Samsung,Galaxy S10,256,12,0,32417.41
OnePlus,9 Pro,64,4,5,11820.5
OnePlus,9 Pro,64,12,5,12855.27
Huawei,P40,128,12,1,18638.79
Huawei,P30,256,8,0,23899.8
Huawei,P40,256,8,0,25645.47
Xiaomi,Redmi Note 9,64,8,4,9500.8
Oppo,A15,128,8,0,16663.92
OnePlus,8T,64,4,4,10914.47
Huawei,P40,64,4,3,9070.83
Samsung,Galaxy S10,128,6,3,15039.78
Oppo,Find X3,256,6,2,24668.19
Apple,iPhone 10,64,8,1,15820.17
Xiaomi,Redmi Note 9,256,12,5,18557.16
Xiaomi,Redmi Note 9,128,6,1,13664.32
Huawei,P40,128,8,4,11882.93
Huawei,P30,256,4,4,23521.7
OnePlus,9 Pro,256,8,2,27179.9
Xiaomi,Mi 11,256,8,4,22522.22
OnePlus,Nord,128,6,0,19299.83
Oppo,Reno 5,128,4,0,13374.38
Apple,iPhone 10,256,12,0,34243.32
Samsung,Galaxy S21,256,4,3,28855.41
Apple,iPhone 10,256,4,1,29123.09
Huawei,P30,128,6,5,11260.09
Samsung,Galaxy S20,64,12,0,15471.55
Xiaomi,Mi 11,128,4,5,12853.12
Apple,iPhone 10,256,8,1,32217.18
Apple,iPhone 10,256,8,4,27490.23
Oppo,Reno 5,256,6,1,22762.89
OnePlus,9 Pro,128,12,2,18824.64
Oppo,A15,64,12,0,12156.45
OnePlus,9 Pro,256,4,3,22066.35
Oppo,Reno 5,256,12,3,19648.17
OnePlus,Nord,64,6,2,11984.74
Xiaomi,Redmi Note 8,256,6,1,23902.34
Oppo,A15,128,12,3,11628.7
Samsung,Galaxy S21,256,6,2,25068.03
Samsung,Galaxy S20,64,12,4,12801.64
Samsung,Galaxy S10,128,6,0,22245.62
OnePlus,Nord,128,6,5,12161.02
Samsung,Galaxy S20,256,12,0,27783.38
Apple,iPhone 10,64,8,2,14959.16
Samsung,Galaxy S10,64,4,4,11011.94
Oppo,Reno 5,128,12,5,10911.33
Samsung,Galaxy S20,128,8,3,19462.53
Apple,iPhone 12,128,8,4,20668.75
Xiaomi,Redmi Note 9,64,12,2,10851.81
OnePlus,Nord,128,12,2,19650.58
Huawei,P30,64,6,5,8687.07
Oppo,Reno 5,256,4,4,16747.69
Oppo,A15,128,8,0,15877.11
OnePlus,9 Pro,128,12,3,18927.83
Oppo,A15,64,6,4,7713.56
Huawei,P40,128,4,3,15420.13
Oppo,Find X3,128,12,2,15813.72
Samsung,Galaxy S10,64,4,4,10883.65
Apple,iPhone 12,256,8,4,30858.92
Samsung,Galaxy S21,128,4,0,17637.5
Apple,iPhone 12,64,4,1,16274.5
Oppo,A15,256,4,2,20278.95
Xiaomi,Redmi Note 8,128,6,4,10559.01
OnePlus,Nord,64,12,4,12758.29
Xiaomi,Redmi Note 9,128,6,0,16139.73
Samsung,Galaxy S10,64,12,2,13104.77
Samsung,Galaxy S21,64,6,4,10986.33
Apple,iPhone 12,128,8,3,21536.42
Oppo,Find X3,256,8,0,27145.87
Apple,iPhone 10,256,8,5,23314.38
OnePlus,9 Pro,256,4,5,25204.43
Xiaomi,Redmi Note 9,64,8,2,10512.89
Xiaomi,Redmi Note 8,128,8,5,11115.02
OnePlus,8T,64,6,2,15090.64
Huawei,P40,256,8,0,27071.62
Huawei,P30,128,4,2,14356.21
Apple,iPhone 11,128,12,2,18764.96
OnePlus,8T,128,6,5,15563.42
Apple,iPhone 12,256,8,5,23468.57
Apple,iPhone 11,128,8,3,19333.56
OnePlus,9 Pro,256,6,2,27412.18
Oppo,Reno 5,256,4,2,21746.69
Xiaomi,Mi 11,128,6,2,14937.61
Xiaomi,Redmi Note 9,64,4,0,11737.57
Huawei,P30,256,6,4,19537.1
Oppo,A15,64,12,5,7150.45
OnePlus,Nord,256,6,1,28103.95
Oppo,Reno 5,128,8,0,17797.05
OnePlus,9 Pro,64,8,3,11967.96
Oppo,A15,256,4,5,18623.39
OnePlus,Nord,128,4,3,16319.19
Huawei,Mate 40,256,8,5,22906.05
Samsung,Galaxy S20,64,6,2,13939.85
Huawei,P30,256,4,0,25051.08
Samsung,Galaxy S20,256,8,5,23826.05
Oppo,A15,128,12,1,14893.93
Xiaomi,Redmi Note 9,128,8,2,14281.15
Xiaomi,Redmi Note 9,128,8,4,12737.85
Xiaomi,Mi 11,128,6,3,15205.93
OnePlus,9 Pro,256,4,1,27314.85
Samsung,Galaxy S10,128,8,2,20196.9
Samsung,Galaxy S21,64,12,0,19494.92
Xiaomi,Redmi Note 8,128,4,2,13079.58
Oppo,A15,256,6,0,23333.88
Apple,iPhone 11,128,8,1,20641.63
Oppo,Find X3,256,6,2,23411.73
OnePlus,9 Pro,128,8,4,14145.25
Apple,iPhone 11,256,12,3,29301.29
Xiaomi,Redmi Note 8,128,12,3,14244.69
Oppo,Reno 5,64,12,5,7690.73
Samsung,Galaxy S21,256,4,0,30546.9
Apple,iPhone 12,256,12,4,29385.79
Oppo,A15,128,6,4,11325.21
Oppo,Find X3,64,8,2,9147.79
Huawei,Mate 40,128,6,3,12794.68
Samsung,Galaxy S21,256,12,4,22259.48
Oppo,A15,256,6,1,25532.29
Samsung,Galaxy S20,128,6,4,16845.54
Apple,iPhone 12,256,6,0,33538.96
Samsung,Galaxy S21,128,4,0,20631.33
Oppo,A15,128,4,2,13706.46
Huawei,P30,128,4,4,12814.88
Huawei,P30,128,6,5,12049.43
Samsung,Galaxy S21,64,12,1,15853.3
Xiaomi,Redmi Note 8,256,6,2,23706.27
Xiaomi,Mi 11,128,4,4,11890.66
Samsung,Galaxy S20,128,8,1,19613.09
OnePlus,8T,128,12,3,17367.05
Huawei,P30,256,12,0,24253.76
Huawei,Mate 40,256,8,1,24757.0
Xiaomi,Redmi Note 8,64,8,1,11271.42
OnePlus,Nord,64,12,0,17031.08
Huawei,P40,128,8,5,12995.68
Oppo,Reno 5,256,6,5,17365.96
Xiaomi,Redmi Note 8,256,6,0,21791.12
